# {
#     "changing_threshold": 0.1,
#     "command": "/SAN/vyplab/alb_projects/pipelines/splicing/env/bin/voila tsv /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/builder/splicegraph.sql /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi/Control17-TDP43KD17.deltapsi.voila -f /SAN/vyplab/first_weeks/TDP_CHX_CLONES_GLIA/majiq/delta_psi_voila_tsv/Control17-TDP43KD17.psi.tsv --threshold 0.1",
#     "group_sizes": {
#         "Control17": 4,
#         "TDP43KD17": 4
#     },
#     "non_changing_threshold": 0.05,
#     "voila_version": "2.3"
# }
gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	Control17_mean_psi	TDP43KD17_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
RBM5	ENSG00000003756.17	ENSG00000003756.17:s:50099982-50100172	-0.1138;-0.0001;0.1237	5.955e-01;2.469e-08;6.748e-01	4.792e-02;9.954e-01;3.032e-02	0.8295;0.0183;0.1509	0.7105;0.0112;0.2789	s|1e1.1o1|1e2.1o1|i	3	3	0;0;0	chr3	+	50100051-50100532;50100051-50103083;50100173-50100531	50099982-50100172;50100532-50102194;50102337-50103166	50100173-50100531	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A50103166-50099982
AK2	ENSG00000004455.17	ENSG00000004455.17:s:33013044-33013402	0.0000;0.0000;-0.0001;0.1082;-0.0834	7.304e-21;7.304e-21;7.342e-21;5.795e-01;3.557e-01	1.000e+00;1.000e+00;9.960e-01;3.241e-02;1.288e-01	0.0002;0.0019;0.0298;0.6658;0.3025	0.0002;0.0044;0.0053;0.7819;0.2065	s|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1|i	5	3	1;1;0;0;0	chr1	-	33012341-33013207;33012142-33013207;33012122-33013207;33010833-33013207;33012358-33013043	33007940-33010833;33012074-33012357;33013044-33013402	33012358-33013043	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A33013402-33007940
AK2	ENSG00000004455.17	ENSG00000004455.17:t:33007940-33010833	0.1033;-0.0184;0.0000;-0.0655	5.352e-01;2.535e-08;7.304e-21;2.247e-01	6.594e-02;6.418e-01;1.000e+00;2.000e-01	0.6966;0.0516;0.0002;0.2523	0.8042;0.0199;0.0003;0.1743	t|1e1.1o1|1e2.1o1|1e3.1o1|i	4	4	0;0;0;0	chr1	-	33010833-33013207;33010833-33012074;33010833-33011448;33010834-33011447	33007940-33010833;33011448-33011710;33012074-33012357;33013044-33013402	33010834-33011447	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A33013402-33007940
DHX33	ENSG00000005100.13	ENSG00000005100.13:s:5468571-5468982	0.1895;-0.1924;0.0000	9.498e-01;9.552e-01;7.051e-21	1.224e-03;9.947e-04;1.000e+00	0.6612;0.3378;0.0010	0.8597;0.1362;0.0038	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr17	-	5463689-5468571;5462546-5468571;5456182-5468571	5455997-5456182;5462319-5462546;5463529-5463689;5468571-5468982		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A5468982-5455997
DHX33	ENSG00000005100.13	ENSG00000005100.13:t:5462319-5462546	-0.1404;0.1404	7.872e-01;7.872e-01	1.387e-02;1.387e-02	0.2550;0.7450	0.1094;0.8906	t|1e1.1o1|1e2.1o1	2	3	0;0	chr17	-	5462546-5468571;5462546-5463529	5462319-5462546;5463529-5463689;5468571-5468982		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A5468982-5462319
KMT2E	ENSG00000005483.21	ENSG00000005483.21:s:105038126-105038199	-0.1381;0.1381	6.613e-01;6.613e-01	3.291e-02;3.291e-02	0.2477;0.7523	0.0875;0.9125	s|1e1.1o1|1e2.1o1	2	3	0;0	chr7	+	105038199-105038385;105038199-105040839	105038126-105038199;105038385-105038525;105040839-105040856		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A105040856-105038126
ZNF195	ENSG00000005801.18	ENSG00000005801.18:s:3377617-3377900	-0.3871;0.3871	9.476e-01;9.476e-01	1.071e-03;1.071e-03	0.6252;0.3748	0.2014;0.7986	s|1e1.2o2|1e2.1o1	2	3	0;0	chr11	-	3373656-3377617;3371703-3377617	3371577-3371703;3373577-3373675;3377617-3377900		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A3377900-3371577
ZNF195	ENSG00000005801.18	ENSG00000005801.18:s:3379038-3379222	0.0089;0.0000;0.0000;0.0000;-0.1019;0.0839	4.973e-05;7.051e-21;7.051e-21;7.051e-21;5.255e-01;3.954e-01	6.600e-01;1.000e+00;1.000e+00;1.000e+00;6.568e-02;1.131e-01	0.0449;0.0003;0.0003;0.0120;0.2499;0.6890	0.0546;0.0026;0.0003;0.0154;0.1453;0.7863	s|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o2|1e3.2o2|1e4.1o1	6	5	0;0;0;0;0;0	chr11	-	3377900-3379038;3377802-3379038;3375662-3379038;3373675-3379038;3373656-3379038;3371703-3379038	3371577-3371703;3373577-3373675;3375497-3375662;3377617-3377900;3379038-3379222		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A3379222-3371577
ZNF195	ENSG00000005801.18	ENSG00000005801.18:t:3357927-3360565	0.1076;-0.0000;0.0000;0.0000;0.0000;0.0000;-0.1679;0.0445	5.655e-01;7.051e-21;7.051e-21;7.051e-21;7.051e-21;7.051e-21;9.184e-01;1.059e-01	5.564e-02;1.000e+00;1.000e+00;1.000e+00;1.000e+00;1.000e+00;2.364e-03;3.295e-01	0.3372;0.0147;0.0119;0.0016;0.0002;0.0017;0.5903;0.0422	0.4493;0.0122;0.0160;0.0002;0.0002;0.0082;0.4173;0.0968	t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.1o1|1e4.1o2|1e5.1o2|1e5.2o2|1e6.1o1	8	7	0;1;1;0;0;1;0;0	chr11	-	3360565-3370975;3360565-3370943;3360565-3369357;3360565-3366691;3360565-3362546;3360565-3361797;3360565-3361743;3360565-3360720	3357927-3360565;3360720-3360788;3361743-3361889;3362533-3362831;3366691-3367119;3369241-3369502;3370943-3371147		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A3371147-3357927
FBXL3	ENSG00000005812.11	ENSG00000005812.11:s:77015165-77015581	-0.0000;0.1423;-0.0321;-0.0224;-0.0141	7.051e-21;7.719e-01;5.713e-02;9.565e-03;1.904e-03	1.000e+00;1.582e-02;4.252e-01;5.739e-01;6.722e-01	0.0009;0.8080;0.0812;0.0620;0.0534	0.0010;0.9529;0.0382;0.0084;0.0010	s|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|1e4.1o1	5	5	1;0;0;1;0	chr13	-	77011715-77015409;77007788-77015409;77002049-77015409;77001959-77015409;76992951-77015409	na-77011715;76992598-76992951;76999137-77002049;77005260-77007788;77015165-77015581		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr13%3A77015581-76992598
REX1BD	ENSG00000006015.18	ENSG00000006015.18:s:18588995-18589077	0.0802;0.0527;0.0011;-0.1643	3.565e-01;1.401e-01;3.582e-04;9.102e-01	1.250e-01;2.891e-01;8.965e-01;2.430e-03	0.3076;0.1063;0.0715;0.5132	0.4049;0.1725;0.0826;0.3446	s|1e1.1o2|1e1.2o2|1e2.2o2|i	4	3	0;0;0;0	chr19	+	18589077-18589413;18589077-18589479;18589077-18590854;18589078-18589412	18588995-18589077;18589413-18589683;18589872-18590933	18589078-18589412	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A18590933-18588995
OSBPL7	ENSG00000006025.12	ENSG00000006025.12:s:47817256-47817359	-0.1780;0.1780	8.498e-01;8.498e-01	9.363e-03;9.363e-03	0.6843;0.3157	0.4873;0.5127	s|1e1.1o1|i	2	2	0;1	chr17	-	47816872-47817256;47817002-47817255	47816780-47817001;47817256-47817359	47817002-47817255	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A47817359-47816780
MAP3K14	ENSG00000006062.18	ENSG00000006062.18:s:45270413-45270563	-0.4446;0.4446	9.991e-01;9.991e-01	8.488e-06;8.488e-06	0.7093;0.2907	0.2586;0.7414	s|1e1.1o1|i	2	2	0;1	chr17	-	45267759-45270413;45267760-45270412	45267406-45267759;45270413-45270563	45267760-45270412	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A45270563-45267406
TMEM132A	ENSG00000006118.15	ENSG00000006118.15:s:60935235-60935443	-0.2326;0.2326	9.997e-01;9.997e-01	1.408e-09;1.458e-09	0.6871;0.3129	0.4607;0.5393	s|1e1.1o1|i	2	2	0;0	chr11	+	60935443-60935864;60935444-60935863	60935235-60935443;60935864-60936016	60935444-60935863	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr11%3A60936016-60935235
AP2B1	ENSG00000006125.18	ENSG00000006125.18:s:35587452-35587663	-0.0000;-0.1279;0.1281	7.051e-21;6.638e-01;6.651e-01	1.000e+00;3.592e-02;3.572e-02	0.0019;0.8037;0.1944	0.0018;0.6549;0.3434	s|1e1.1o1|1e2.1o1|2e2.1o1	3	3	0;0;0	chr17	+	35587597-35588625;35587597-35594008;35587663-35594008	35587452-35587663;35588625-35588733;35594008-35594067		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A35594067-35587452
ZNF263	ENSG00000006194.10	ENSG00000006194.10:s:3283485-3284205	0.1558;-0.0000;-0.0866;-0.0416;-0.0009;-0.0066	7.632e-01;7.304e-21;4.098e-01;1.715e-01;3.357e-02;1.522e-02	1.926e-02;1.000e+00;1.034e-01;2.629e-01;5.423e-01;6.282e-01	0.3393;0.0041;0.1487;0.2633;0.1572;0.0936	0.5055;0.0008;0.0452;0.2070;0.1575;0.0826	s|1e1.1o1|1e2.1o2|1e3.1o1|1e4.1o1|1e5.1o1|i	6	6	0;0;0;0;0;1	chr16	+	3284205-3285059;3284205-3285681;3284205-3286023;3284205-3288454;3284205-3289393;3284206-3285058	3283485-3284205;3285059-3285239;3285681-3285754;3286023-3286884;3288454-3288570;3289393-3289875	3284206-3285058	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A3289875-3283485
ZNF263	ENSG00000006194.10	ENSG00000006194.10:t:3286023-3286884	-0.1724;0.0001;0.1690	8.780e-01;1.515e-06;8.623e-01	6.785e-03;9.960e-01;8.442e-03	0.2471;0.0073;0.7509	0.0635;0.0083;0.9262	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;1;0	chr16	+	3284205-3286023;3285239-3286023;3285754-3286023	3283485-3284205;3285059-3285239;3285681-3285754;3286023-3286884		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A3286884-3283485
ARSD	ENSG00000006756.16	ENSG00000006756.16:s:2917804-2918227	-0.1256;0.1225;0.0000	6.019e-01;5.875e-01;8.215e-06	4.477e-02;4.797e-02;9.966e-01	0.9811;0.0151;0.0037	0.8274;0.1678;0.0049	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;1	chrX	-	2915692-2917804;2914773-2917804;2910793-2917804	2910659-2910793;2913614-2914773;2915556-2915692;2917804-2918227		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A2918227-2910659
RPUSD1	ENSG00000007376.8	ENSG00000007376.8:t:786826-786928	-0.0129;-0.1150;0.1434	5.612e-04;6.108e-01;7.765e-01	6.660e-01;4.740e-02;1.627e-02	0.0515;0.8317;0.1150	0.0263;0.7053;0.2651	t|1e1.2o3|1e2.1o2|1e2.2o2	3	3	0;0;0	chr16	-	786928-787354;786928-787077;786928-787068	786826-786928;787068-787179;787344-787477		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A787477-786826
LUC7L	ENSG00000007392.17	ENSG00000007392.17:s:229279-229463	0.2546;-0.2552;0.0000	9.952e-01;9.953e-01;7.051e-21	3.495e-05;3.274e-05;1.000e+00	0.1705;0.8288;0.0007	0.4240;0.5747;0.0013	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr16	-	228402-229279;227336-229279;208188-229279	208078-208508;227242-227686;227987-228402;229279-229463		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A229463-208078
LUC7L	ENSG00000007392.17	ENSG00000007392.17:t:208078-208508	0.0000;-0.0009;-0.1123;0.1390	7.051e-21;7.431e-21;6.117e-01;8.369e-01	1.000e+00;9.624e-01;3.270e-02;7.167e-03	0.0002;0.0366;0.8847;0.0788	0.0004;0.0162;0.7660;0.2170	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;1;0;0	chr16	-	208188-229279;208188-227242;208188-220649;208188-208601	208078-208508;208601-209773;220171-220747;227242-227686;229279-229463		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A229463-208078
LUC7L	ENSG00000007392.17	ENSG00000007392.17:t:227242-227686	-0.3058;0.0000;-0.0038;0.0000;0.3155	9.999e-01;7.304e-21;1.549e-03;7.304e-21;1.000e+00	6.983e-08;1.000e+00;7.235e-01;1.000e+00;1.380e-08	0.6782;0.0021;0.0993;0.0003;0.2138	0.3722;0.0005;0.0944;0.0005;0.5318	t|1e1.1o1|1e2.1o2|1e3.1o2|1e3.2o2|i	5	4	0;0;0;0;0	chr16	-	227336-229279;227336-228701;227336-228333;227336-227987;227687-227986	227242-227686;227987-228402;228489-228722;229279-229463	227687-227986	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A229463-227242
CACNA2D2	ENSG00000007402.12	ENSG00000007402.12:s:50365075-50365184	-0.1100;0.1482;-0.0314	5.939e-01;8.557e-01;1.278e-02	4.563e-02;1.444e-03;5.219e-01	0.3604;0.5570;0.0835	0.2489;0.7067;0.0451	s|1e1.1o2|1e1.2o2|i	3	2	0;0;0	chr3	-	50364976-50365075;50364970-50365075;50364977-50365074	50364888-50364976;50365075-50365184	50364977-50365074	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A50365184-50364888
CACNA2D2	ENSG00000007402.12	ENSG00000007402.12:s:50374737-50374813	0.1538;-0.1689;0.0116	8.880e-01;9.557e-01;1.166e-20	9.667e-04;1.828e-04;7.098e-01	0.2865;0.6817;0.0330	0.4424;0.5104;0.0497	s|1e1.1o1|1e2.1o1|i	3	3	0;0;1	chr3	-	50373085-50374737;50370380-50374737;50373086-50374736	50370320-50370380;50373065-50373085;50374737-50374813	50373086-50374736	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A50374813-50370320
CACNA2D2	ENSG00000007402.12	ENSG00000007402.12:t:50370320-50370380	-0.1805;0.1714;0.0022	9.620e-01;9.522e-01;4.481e-07	6.732e-04;4.287e-04;8.609e-01	0.6039;0.3122;0.0834	0.4264;0.4887;0.0893	t|1e1.1o1|1e2.1o1|i	3	3	0;0;1	chr3	-	50370380-50374737;50370380-50373065;50370381-50373064	50370320-50370380;50373065-50373085;50374737-50374813	50370381-50373064	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A50374813-50370320
CACNA2D2	ENSG00000007402.12	ENSG00000007402.12:t:50380995-50381126	0.0847;0.0444;-0.0106;-0.1055;-0.0000	3.596e-01;6.240e-04;1.518e-05;5.610e-01;7.304e-21	1.229e-01;4.934e-01;7.143e-01;3.046e-02;1.000e+00	0.5615;0.0782;0.1153;0.2178;0.0235	0.6524;0.1227;0.1007;0.1090;0.0157	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i	5	5	0;1;1;1;1	chr3	-	50381126-50384196;50381126-50381499;50381126-50381352;50381126-50381317;50381127-50384195	50380995-50381126;50381317-na;50381352-na;50381499-na;50384196-50384337	50381127-50384195	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A50384337-50380995
PIGQ	ENSG00000007541.17	ENSG00000007541.17:s:580858-580972	0.0028;-0.1019;0.0963	3.707e-03;5.096e-01;4.779e-01	7.028e-01;6.852e-02;7.336e-02	0.0891;0.7852;0.1232	0.0950;0.6794;0.2234	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr16	+	580972-581199;580972-582248;580972-582883	580858-580972;581199-581341;581761-582309;582877-583455		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A583455-580858
PIGQ	ENSG00000007541.17	ENSG00000007541.17:s:581199-581341	0.0713;0.0046;-0.1035	3.420e-01;5.958e-04;5.098e-01	1.315e-01;8.532e-01;6.850e-02	0.2691;0.0022;0.7286	0.3627;0.0322;0.6063	s|1e1.1o1|1e2.1o1|i	3	3	0;1;1	chr16	+	581341-582248;581341-582883;581342-581760	581199-581341;581761-582309;582877-583455	581342-581760	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A583455-581199
CDK11A	ENSG00000008128.23	ENSG00000008128.23:s:1719166-1719455	0.0344;0.0424;-0.1016	1.950e-01;9.355e-02;4.810e-01	2.314e-01;3.564e-01;6.915e-02	0.4526;0.0022;0.5452	0.5105;0.0790;0.4164	s|1e1.1o1|1e2.1o1|2e1.1o1	3	3	0;1;0	chr1	-	1716478-1719358;1709640-1719358;1716478-1719328	1709479-1709640;1716346-1716478;1719166-1719455		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A1719455-1709479
TFAP2B	ENSG00000008196.13	ENSG00000008196.13:s:50818723-50818972	0.0000;0.0000;0.0844;-0.1603;0.0002;0.0105;0.0054	7.304e-21;7.304e-21;3.767e-01;9.613e-01;7.360e-21;1.098e-20;1.285e-04	1.000e+00;1.000e+00;8.564e-02;4.948e-05;9.937e-01;7.388e-01;8.355e-01	0.0041;0.0084;0.0927;0.7909;0.0307;0.0181;0.0554	0.0145;0.0214;0.1716;0.6208;0.0380;0.0478;0.0823	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o2|i	7	7	1;1;0;0;1;1;1	chr6	+	50818972-50819566;50818972-50821432;50818972-50822134;50818972-50823407;50818972-50828619;50818972-50836061;50818973-50819565	50818723-50818972;50819566-50819848;50821432-50821477;50821785-50822436;50823407-50823865;50828619-50828679;50836061-50836280	50818973-50819565	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A50836280-50818723
ADAM22	ENSG00000008277.15	ENSG00000008277.15:s:88181958-88183554	0.0138;0.0000;0.0000;-0.1481;0.1476;0.0000;0.0000;-0.0268	1.236e-20;7.051e-21;7.051e-21;8.727e-01;8.577e-01;7.051e-21;7.051e-21;2.887e-05	6.717e-01;1.000e+00;1.000e+00;2.363e-03;4.728e-03;1.000e+00;1.000e+00;5.683e-01	0.0499;0.0001;0.0022;0.3879;0.4944;0.0021;0.0005;0.0656	0.0605;0.0000;0.0065;0.2420;0.6420;0.0006;0.0022;0.0465	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o3|1e4.2o3|1e4.3o3|1e5.1o3	8	6	0;0;1;0;0;1;1;1	chr7	+	88182024-88184292;88182024-88185830;88182024-88186181;88182024-88186615;88182024-88193116;88182024-88193170;88182024-88193173;88182024-88196471	88181958-88183554;88184292-88184402;88185830-88186422;88186615-88186701;88193116-88193260;88196471-88202889		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A88202889-88181958
ADAM22	ENSG00000008277.15	ENSG00000008277.15:t:88185830-88186422	-0.0003;0.1849;-0.1795	2.210e-04;7.305e-01;7.153e-01	9.806e-01;1.624e-02;1.781e-02	0.0088;0.1241;0.8667	0.0049;0.3670;0.6282	t|1e1.1o1|2e1.1o1|i	3	2	0;1;1	chr7	+	88182024-88185830;88182024-88186181;88184403-88185829	88181958-88183554;88185830-88186422	88184403-88185829	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A88186422-88181958
